OG	BFHOLO	BFnonHOLO	nonBFHOLO	nonBFnonHOLO	coreBFHOLO	coreBFnonHOLO	corenonBFHOLO	corenonBFnonHOLO	numOfOrths	orthsPerTaxon	uniqueTaxa
ORTHOMCL503	1	1	1	1	yes	yes	yes	yes	65	3.25	20
ORTHOMCL504	1	1	1	0	yes	no	yes	no	65	3.82	17
ORTHOMCL505	0	0	1	0	no	no	yes	no	65	4.64	14
ORTHOMCL506	1	1	1	1	yes	no	yes	yes	65	3.42	19
ORTHOMCL507	1	0	1	0	no	no	yes	no	65	6.50	10
ORTHOMCL508	1	1	0	1	no	no	no	yes	65	4.33	15
ORTHOMCL509	1	1	1	1	yes	yes	yes	yes	65	3.25	20
ORTHOMCL510	1	1	1	1	no	yes	yes	yes	65	3.42	19
ORTHOMCL511	1	1	1	1	no	yes	yes	yes	65	3.42	19
ORTHOMCL512	1	1	1	1	yes	yes	yes	yes	65	3.25	20
ORTHOMCL513	1	1	1	1	yes	yes	yes	yes	65	3.25	20
ORTHOMCL514	1	0	1	1	yes	no	yes	no	65	4.06	16
ORTHOMCL515	0	1	0	1	no	yes	no	yes	65	4.06	16
ORTHOMCL516	1	1	1	1	yes	no	yes	yes	64	3.37	19
ORTHOMCL517	1	1	1	1	yes	yes	yes	yes	64	3.20	20
ORTHOMCL518	1	0	1	0	yes	no	yes	no	64	4.00	16
ORTHOMCL519	1	1	1	1	yes	no	yes	yes	64	3.37	19
ORTHOMCL520	1	0	1	0	yes	no	no	no	64	4.27	15
ORTHOMCL521	1	0	1	0	yes	no	yes	no	64	5.82	11
ORTHOMCL522	1	0	1	1	no	no	yes	no	64	4.00	16
ORTHOMCL523	1	1	1	1	no	yes	yes	no	64	3.56	18
ORTHOMCL524	1	1	1	1	no	no	yes	no	64	3.76	17
ORTHOMCL525	1	1	1	1	yes	yes	yes	no	64	3.37	19
ORTHOMCL526	0	1	1	0	no	no	yes	no	64	4.27	15
ORTHOMCL527	1	1	1	1	yes	yes	yes	yes	64	3.20	20
ORTHOMCL528	0	0	1	1	no	no	yes	no	64	4.27	15
ORTHOMCL529	0	0	1	1	no	no	yes	no	64	4.57	14
ORTHOMCL530	1	1	1	1	yes	yes	yes	yes	64	3.20	20
ORTHOMCL531	1	1	1	1	yes	yes	yes	yes	64	3.20	20
ORTHOMCL532	1	1	1	1	no	yes	yes	yes	63	3.32	19
ORTHOMCL533	1	1	1	1	yes	yes	yes	yes	63	3.15	20
ORTHOMCL534	1	1	1	1	yes	no	yes	yes	63	3.32	19
ORTHOMCL535	1	1	1	1	yes	no	yes	yes	63	3.32	19
ORTHOMCL536	1	1	1	1	yes	yes	yes	yes	63	3.15	20
ORTHOMCL537	1	1	1	1	yes	yes	yes	yes	63	3.15	20
ORTHOMCL538	1	0	1	0	no	no	yes	no	63	5.73	11
ORTHOMCL539	1	1	1	0	no	yes	yes	no	63	3.71	17
ORTHOMCL540	1	1	1	1	yes	yes	yes	yes	63	3.15	20
ORTHOMCL541	1	1	1	1	yes	no	yes	no	63	3.50	18
ORTHOMCL542	1	1	1	1	no	yes	yes	yes	63	3.32	19
ORTHOMCL543	1	0	1	0	no	no	yes	no	63	4.50	14
ORTHOMCL544	1	1	1	1	yes	yes	yes	yes	63	3.15	20
ORTHOMCL545	1	0	1	1	no	no	yes	no	63	3.94	16
ORTHOMCL546	0	0	1	1	no	no	no	no	63	4.50	14
ORTHOMCL547	1	1	1	1	yes	yes	yes	yes	63	3.15	20
ORTHOMCL548	1	1	1	1	yes	no	yes	yes	63	3.32	19
ORTHOMCL549	0	0	0	0	no	no	no	no	63	15.75	4
ORTHOMCL550	1	1	1	1	yes	no	yes	yes	63	3.32	19
ORTHOMCL551	0	1	1	1	no	no	yes	yes	63	3.71	17
ORTHOMCL552	1	1	1	1	yes	yes	yes	yes	62	3.10	20
ORTHOMCL553	1	0	1	1	yes	no	yes	no	62	3.88	16
ORTHOMCL554	1	0	1	0	no	no	yes	no	62	6.20	10
ORTHOMCL555	1	0	1	1	no	no	yes	no	62	4.13	15
ORTHOMCL556	1	0	1	0	yes	no	yes	no	62	3.88	16
ORTHOMCL557	1	1	1	1	yes	yes	yes	yes	62	3.10	20
ORTHOMCL558	1	1	1	1	yes	yes	yes	yes	62	3.10	20
ORTHOMCL559	1	1	1	1	no	yes	yes	yes	62	3.26	19
ORTHOMCL560	1	1	1	1	yes	yes	yes	yes	62	3.10	20
ORTHOMCL561	1	1	1	1	yes	no	yes	yes	62	3.26	19
ORTHOMCL562	0	1	1	1	no	no	no	no	62	4.13	15
ORTHOMCL563	0	0	1	0	no	no	yes	no	62	6.20	10
ORTHOMCL564	1	1	1	1	yes	yes	yes	yes	62	3.10	20
ORTHOMCL565	1	1	1	1	yes	yes	yes	yes	62	3.10	20
ORTHOMCL566	1	1	1	1	no	no	yes	yes	62	3.44	18
ORTHOMCL567	1	1	1	1	yes	no	yes	yes	62	3.26	19
ORTHOMCL568	1	1	1	1	no	no	yes	yes	62	3.44	18
ORTHOMCL569	1	1	1	1	yes	yes	yes	yes	62	3.10	20
ORTHOMCL570	0	0	1	0	no	no	yes	no	62	10.33	6
ORTHOMCL571	0	0	1	0	no	no	yes	no	62	5.17	12
ORTHOMCL572	1	0	1	1	no	no	yes	no	62	3.88	16
ORTHOMCL573	1	1	1	1	no	yes	yes	yes	62	3.26	19
ORTHOMCL574	0	0	1	0	no	no	no	no	61	6.78	9
ORTHOMCL575	1	1	1	1	yes	yes	yes	yes	61	3.05	20
ORTHOMCL576	1	1	1	1	yes	yes	yes	yes	61	3.05	20
ORTHOMCL577	0	0	1	0	no	no	yes	no	61	7.62	8
ORTHOMCL578	1	1	1	1	yes	yes	yes	yes	61	3.05	20
ORTHOMCL579	1	1	1	0	yes	no	yes	no	61	3.59	17
ORTHOMCL580	1	1	1	1	yes	yes	yes	yes	61	3.05	20
ORTHOMCL581	1	1	1	1	no	no	yes	yes	61	3.39	18
ORTHOMCL582	1	0	1	0	no	no	yes	no	61	6.10	10
ORTHOMCL583	1	0	1	1	yes	no	yes	no	61	3.59	17
ORTHOMCL584	0	0	0	1	no	no	no	no	61	7.62	8
ORTHOMCL585	1	1	1	1	no	yes	yes	yes	61	3.21	19
ORTHOMCL586	1	1	1	1	yes	yes	yes	yes	61	3.05	20
ORTHOMCL587	1	1	1	1	yes	yes	yes	yes	60	3.00	20
ORTHOMCL588	1	1	1	1	no	no	yes	no	60	3.53	17
ORTHOMCL589	1	1	1	1	yes	yes	yes	yes	60	3.00	20
ORTHOMCL590	1	1	1	1	yes	yes	yes	yes	60	3.00	20
ORTHOMCL591	1	1	1	1	yes	yes	yes	yes	60	3.00	20
ORTHOMCL592	1	1	1	1	yes	no	yes	no	60	3.33	18
ORTHOMCL593	1	0	1	1	yes	no	yes	no	60	3.53	17
ORTHOMCL594	0	0	1	0	no	no	no	no	60	6.00	10
ORTHOMCL595	1	1	1	1	yes	yes	yes	yes	60	3.00	20
ORTHOMCL596	1	0	1	1	no	no	yes	yes	60	3.75	16
ORTHOMCL597	1	1	1	1	yes	yes	yes	yes	60	3.00	20
ORTHOMCL598	1	1	1	1	yes	yes	yes	yes	60	3.00	20
ORTHOMCL599	1	1	1	1	yes	yes	yes	yes	60	3.00	20
ORTHOMCL600	1	1	1	1	yes	yes	yes	yes	60	3.00	20
ORTHOMCL601	1	1	1	1	yes	no	yes	yes	60	3.16	19
ORTHOMCL602	1	0	1	1	yes	no	yes	no	60	3.53	17
ORTHOMCL603	1	1	1	1	yes	yes	yes	yes	60	3.00	20
ORTHOMCL604	0	0	0	0	no	no	no	no	60	6.00	10
ORTHOMCL605	1	0	1	0	no	no	no	no	60	5.00	12
ORTHOMCL606	1	1	1	1	yes	no	yes	no	60	3.33	18
ORTHOMCL607	1	0	1	0	yes	no	yes	no	59	5.36	11
ORTHOMCL608	1	0	1	1	yes	no	yes	no	59	3.69	16
ORTHOMCL609	1	0	1	1	no	no	yes	no	59	4.21	14
ORTHOMCL610	1	0	1	0	yes	no	yes	no	59	4.21	14
ORTHOMCL611	1	1	1	1	yes	yes	yes	yes	59	2.95	20
ORTHOMCL612	0	1	1	1	no	yes	yes	yes	59	3.28	18
ORTHOMCL613	1	1	1	1	yes	yes	yes	yes	59	2.95	20
ORTHOMCL614	1	1	1	1	yes	yes	no	yes	59	3.11	19
ORTHOMCL615	1	1	1	1	no	yes	yes	yes	59	3.11	19
ORTHOMCL616	1	0	1	1	yes	no	yes	yes	59	3.28	18
ORTHOMCL617	1	1	1	1	no	yes	yes	yes	59	3.11	19
ORTHOMCL618	0	0	1	0	no	no	yes	no	59	4.21	14
ORTHOMCL619	0	0	1	0	no	no	no	no	59	4.54	13
ORTHOMCL620	1	1	1	1	no	yes	yes	yes	59	3.11	19
ORTHOMCL621	1	1	1	1	yes	yes	yes	yes	59	2.95	20
ORTHOMCL622	0	0	0	0	no	no	no	no	59	59.00	1
ORTHOMCL623	1	1	1	1	no	yes	yes	yes	59	3.11	19
ORTHOMCL624	1	1	1	1	no	no	yes	no	59	3.47	17
ORTHOMCL625	1	1	1	0	no	no	yes	no	59	3.69	16
ORTHOMCL626	1	0	1	1	no	no	yes	no	59	3.69	16
ORTHOMCL627	1	1	1	1	no	yes	yes	yes	59	3.11	19
ORTHOMCL628	1	1	1	1	yes	yes	yes	yes	59	2.95	20
ORTHOMCL629	0	0	0	0	no	no	no	no	59	19.67	3
ORTHOMCL630	1	1	1	1	no	yes	yes	yes	59	3.11	19
ORTHOMCL631	0	1	1	1	no	no	yes	yes	59	3.47	17
ORTHOMCL632	1	1	1	1	yes	yes	yes	yes	59	2.95	20
ORTHOMCL633	1	1	1	1	yes	yes	yes	yes	59	2.95	20
ORTHOMCL634	1	1	1	1	yes	yes	yes	yes	59	2.95	20
ORTHOMCL635	1	1	1	1	yes	no	yes	yes	59	3.11	19
ORTHOMCL636	0	1	1	1	no	yes	yes	no	58	3.41	17
ORTHOMCL637	1	1	1	1	yes	yes	yes	yes	58	2.90	20
ORTHOMCL638	1	1	1	1	yes	yes	yes	yes	58	2.90	20
ORTHOMCL639	1	1	1	1	yes	yes	yes	yes	58	2.90	20
ORTHOMCL640	1	1	1	1	yes	no	yes	yes	58	3.05	19
ORTHOMCL641	1	0	1	0	yes	no	yes	no	58	4.46	13
ORTHOMCL642	0	0	0	0	no	no	no	no	58	7.25	8
ORTHOMCL643	1	0	1	0	yes	no	yes	no	58	5.27	11
ORTHOMCL644	1	1	1	1	yes	yes	yes	yes	58	2.90	20
ORTHOMCL645	1	1	1	1	yes	yes	yes	yes	58	2.90	20
ORTHOMCL646	1	1	1	1	yes	yes	yes	yes	58	2.90	20
ORTHOMCL647	1	1	1	1	yes	yes	yes	yes	58	2.90	20
ORTHOMCL648	1	0	0	1	no	no	no	no	58	5.27	11
ORTHOMCL649	0	0	0	0	no	no	no	no	58	19.33	3
ORTHOMCL650	1	1	1	1	yes	yes	yes	yes	58	2.90	20
ORTHOMCL651	1	1	1	1	yes	yes	yes	yes	58	2.90	20
ORTHOMCL652	1	1	1	1	yes	yes	yes	yes	58	2.90	20
ORTHOMCL653	1	0	1	1	yes	no	yes	no	58	3.41	17
ORTHOMCL654	1	0	1	1	yes	no	yes	no	58	3.41	17
ORTHOMCL655	1	0	1	0	no	no	yes	no	57	5.18	11
ORTHOMCL656	1	0	1	0	no	no	yes	no	57	6.33	9
ORTHOMCL657	1	1	1	1	yes	yes	yes	yes	57	2.85	20
ORTHOMCL658	1	1	1	1	yes	no	yes	no	57	3.17	18
ORTHOMCL659	1	1	1	1	no	no	yes	no	57	3.35	17
ORTHOMCL660	1	1	1	1	yes	yes	yes	yes	57	2.85	20
ORTHOMCL661	1	0	1	1	no	no	yes	no	57	3.56	16
ORTHOMCL662	1	1	1	1	no	yes	yes	yes	57	3.00	19
ORTHOMCL663	0	0	1	0	no	no	yes	no	57	8.14	7
ORTHOMCL664	1	1	1	1	no	no	yes	no	57	3.35	17
ORTHOMCL665	1	1	1	1	no	no	yes	yes	57	3.17	18
ORTHOMCL666	0	0	1	0	no	no	no	no	57	4.75	12
ORTHOMCL667	1	1	1	1	yes	yes	yes	yes	57	2.85	20
ORTHOMCL668	0	0	0	0	no	no	no	no	57	14.25	4
ORTHOMCL669	1	0	1	0	no	no	yes	no	57	4.75	12
ORTHOMCL670	1	1	1	1	yes	yes	yes	yes	57	2.85	20
ORTHOMCL671	1	1	1	1	yes	no	yes	yes	57	3.00	19
ORTHOMCL672	1	1	1	1	yes	yes	yes	no	57	3.00	19
ORTHOMCL673	1	1	1	1	yes	no	yes	yes	57	3.00	19
ORTHOMCL674	0	1	0	1	no	no	no	no	57	4.38	13
ORTHOMCL675	1	0	1	0	yes	no	yes	no	57	3.80	15
ORTHOMCL676	1	0	1	0	no	no	yes	no	56	5.09	11
ORTHOMCL677	1	1	1	0	no	yes	yes	no	56	3.29	17
ORTHOMCL678	1	1	1	1	yes	yes	yes	yes	56	2.80	20
ORTHOMCL679	0	0	1	0	no	no	yes	no	56	9.33	6
ORTHOMCL680	1	1	1	1	yes	yes	yes	yes	56	2.80	20
ORTHOMCL681	1	1	1	1	yes	no	yes	yes	56	2.95	19
ORTHOMCL682	1	1	1	1	yes	yes	yes	no	56	2.95	19
ORTHOMCL683	1	1	1	1	yes	yes	yes	yes	56	2.80	20
ORTHOMCL684	1	0	1	1	yes	no	yes	yes	56	3.11	18
ORTHOMCL685	1	1	1	1	yes	yes	yes	yes	56	2.80	20
ORTHOMCL686	1	1	1	1	no	no	yes	no	56	3.29	17
ORTHOMCL687	1	1	1	1	yes	no	yes	yes	56	2.95	19
ORTHOMCL688	0	0	1	1	no	no	yes	no	56	3.73	15
ORTHOMCL689	1	0	1	0	yes	no	yes	no	56	5.09	11
ORTHOMCL690	1	1	1	1	no	yes	yes	no	56	3.11	18
ORTHOMCL691	0	0	1	0	no	no	yes	no	56	8.00	7
ORTHOMCL692	1	1	1	1	yes	yes	yes	yes	56	2.80	20
ORTHOMCL693	1	0	1	0	yes	no	yes	no	56	3.73	15
ORTHOMCL694	1	0	1	1	yes	no	yes	no	56	3.50	16
ORTHOMCL695	1	1	1	1	yes	no	yes	yes	56	2.95	19
ORTHOMCL696	1	1	1	1	yes	no	yes	yes	56	2.95	19
ORTHOMCL697	1	1	1	1	yes	yes	yes	yes	56	2.80	20
ORTHOMCL698	1	1	1	1	no	no	yes	no	56	3.29	17
ORTHOMCL699	0	0	1	0	no	no	yes	no	56	7.00	8
ORTHOMCL700	1	1	1	1	yes	no	yes	no	55	3.06	18
ORTHOMCL701	1	0	1	1	no	no	yes	no	55	3.44	16
ORTHOMCL702	1	0	1	1	yes	no	yes	no	55	3.24	17
ORTHOMCL703	1	0	1	0	no	no	yes	no	55	3.67	15
ORTHOMCL704	1	1	1	0	yes	no	yes	no	55	3.44	16
ORTHOMCL705	0	0	0	0	no	no	no	no	55	7.86	7
ORTHOMCL706	1	1	1	0	no	no	yes	no	55	3.67	15
ORTHOMCL707	1	1	1	1	no	no	yes	no	55	3.24	17
ORTHOMCL708	1	0	1	0	no	no	yes	no	55	5.00	11
ORTHOMCL709	0	1	0	0	no	no	no	no	55	6.11	9
ORTHOMCL710	1	1	1	1	yes	yes	yes	yes	55	2.75	20
ORTHOMCL711	0	0	1	0	no	no	yes	no	55	4.23	13
ORTHOMCL712	0	0	1	0	no	no	yes	no	55	7.86	7
ORTHOMCL713	1	0	1	0	yes	no	yes	no	55	3.67	15
ORTHOMCL714	1	1	1	1	yes	yes	yes	yes	55	2.75	20
ORTHOMCL715	0	1	0	1	no	no	no	no	55	5.00	11
ORTHOMCL716	1	1	1	1	yes	yes	yes	yes	55	2.75	20
ORTHOMCL717	1	1	1	1	yes	no	yes	no	55	3.06	18
ORTHOMCL718	1	1	1	1	yes	yes	yes	yes	55	2.75	20
ORTHOMCL719	0	0	0	0	no	no	no	no	55	6.11	9
ORTHOMCL720	1	1	1	1	no	no	no	no	54	3.38	16
ORTHOMCL721	1	1	1	1	yes	yes	yes	yes	54	2.70	20
ORTHOMCL722	1	1	1	1	yes	yes	yes	yes	54	2.70	20
ORTHOMCL723	0	0	1	0	no	no	yes	no	54	7.71	7
ORTHOMCL724	1	0	1	0	yes	no	yes	no	54	3.86	14
ORTHOMCL725	1	0	1	0	no	no	yes	no	54	4.91	11
ORTHOMCL726	1	1	1	1	no	yes	yes	yes	54	2.84	19
ORTHOMCL727	1	1	1	1	yes	yes	yes	yes	54	2.70	20
ORTHOMCL728	1	1	1	1	no	yes	yes	yes	54	2.84	19
ORTHOMCL729	1	1	1	1	no	no	yes	no	54	3.18	17
ORTHOMCL730	0	0	0	0	no	no	no	no	54	54.00	1
ORTHOMCL731	0	0	1	1	no	no	yes	yes	54	3.38	16
ORTHOMCL732	1	0	1	0	no	no	yes	no	54	4.91	11
ORTHOMCL733	0	0	0	0	no	no	no	no	54	54.00	1
ORTHOMCL734	1	1	1	1	yes	no	yes	yes	54	2.84	19
ORTHOMCL735	0	0	0	0	no	no	no	no	54	6.00	9
ORTHOMCL736	1	1	1	1	yes	no	yes	no	54	3.00	18
ORTHOMCL737	1	0	1	1	no	no	yes	yes	54	3.18	17
ORTHOMCL738	0	0	0	0	no	no	no	no	54	54.00	1
ORTHOMCL739	0	0	0	0	no	no	no	no	54	7.71	7
ORTHOMCL740	1	1	1	1	yes	no	yes	yes	54	2.84	19
ORTHOMCL741	1	0	1	0	no	no	yes	no	54	4.15	13
ORTHOMCL742	1	1	1	1	yes	yes	yes	yes	54	2.70	20
ORTHOMCL743	1	0	1	0	no	no	yes	no	54	4.15	13
ORTHOMCL744	1	0	1	0	yes	no	yes	no	54	4.50	12
ORTHOMCL745	1	1	1	1	yes	yes	yes	no	54	2.84	19
ORTHOMCL746	1	1	1	1	yes	yes	yes	yes	54	2.70	20
ORTHOMCL747	1	1	1	1	yes	no	yes	no	54	3.00	18
ORTHOMCL748	1	0	1	1	yes	no	yes	no	54	3.18	17
ORTHOMCL749	1	1	1	0	yes	no	yes	no	54	3.18	17
ORTHOMCL750	1	1	1	1	no	yes	yes	yes	54	2.84	19
ORTHOMCL751	1	1	1	1	yes	yes	yes	yes	54	2.70	20
ORTHOMCL752	0	0	0	0	no	no	no	no	54	6.75	8
ORTHOMCL753	1	0	0	1	no	no	no	no	54	5.40	10
ORTHOMCL754	0	0	0	1	no	no	no	yes	53	5.30	10
ORTHOMCL755	1	1	1	1	yes	yes	yes	yes	53	2.65	20
ORTHOMCL756	1	0	1	0	no	no	yes	no	53	3.53	15
ORTHOMCL757	1	1	1	1	yes	yes	yes	yes	53	2.65	20
ORTHOMCL758	0	0	0	0	no	no	no	no	53	10.60	5
ORTHOMCL759	1	0	1	0	yes	no	yes	no	53	4.42	12
ORTHOMCL760	0	1	0	1	no	no	no	yes	53	4.42	12
ORTHOMCL761	0	0	1	1	no	no	yes	yes	53	3.31	16
ORTHOMCL762	1	1	1	1	no	yes	yes	yes	53	2.79	19
ORTHOMCL763	1	1	1	1	yes	yes	yes	yes	53	2.65	20
ORTHOMCL764	0	1	1	1	no	yes	no	yes	53	3.12	17
ORTHOMCL765	1	1	1	1	yes	yes	yes	yes	53	2.65	20
ORTHOMCL766	1	1	1	1	yes	yes	yes	yes	53	2.65	20
ORTHOMCL767	1	0	1	1	no	no	yes	yes	53	3.12	17
ORTHOMCL768	1	1	1	1	yes	yes	yes	yes	53	2.65	20
ORTHOMCL769	0	0	0	0	no	no	no	no	53	13.25	4
ORTHOMCL770	1	0	1	1	no	no	yes	no	53	3.31	16
ORTHOMCL771	1	0	1	0	no	no	yes	no	53	3.79	14
ORTHOMCL772	1	0	1	1	yes	no	yes	no	53	3.12	17
ORTHOMCL773	1	0	1	1	yes	no	yes	yes	53	2.94	18
ORTHOMCL774	0	0	0	0	no	no	no	no	53	4.82	11
ORTHOMCL775	1	0	0	0	no	no	no	no	53	4.82	11
ORTHOMCL776	1	0	1	0	no	no	yes	no	53	4.42	12
ORTHOMCL777	1	1	1	1	yes	yes	yes	no	53	2.79	19
ORTHOMCL778	0	0	0	0	no	no	no	no	53	17.67	3
ORTHOMCL779	1	1	1	1	yes	no	yes	yes	53	2.79	19
ORTHOMCL780	1	1	1	1	yes	yes	yes	yes	53	2.65	20
ORTHOMCL781	1	1	1	1	yes	yes	yes	yes	53	2.65	20
ORTHOMCL782	0	0	1	1	no	no	yes	no	52	3.47	15
ORTHOMCL783	1	1	1	1	yes	yes	yes	yes	52	2.60	20
ORTHOMCL784	1	0	1	0	no	no	yes	no	52	4.73	11
ORTHOMCL785	1	1	1	1	yes	no	yes	yes	52	2.74	19
ORTHOMCL786	1	1	1	1	no	yes	yes	yes	52	2.74	19
ORTHOMCL787	1	1	1	1	yes	yes	yes	yes	52	2.60	20
ORTHOMCL788	1	1	1	1	yes	no	yes	yes	52	2.74	19
ORTHOMCL789	1	1	1	1	yes	yes	yes	yes	52	2.60	20
ORTHOMCL790	1	1	1	1	yes	no	yes	yes	52	2.74	19
ORTHOMCL791	1	1	1	1	yes	no	yes	yes	52	2.74	19
ORTHOMCL792	1	0	1	1	yes	no	yes	no	52	3.06	17
ORTHOMCL793	1	1	1	1	no	yes	yes	yes	52	2.74	19
ORTHOMCL794	1	1	1	1	no	no	yes	yes	52	2.89	18
ORTHOMCL795	1	0	1	1	yes	no	yes	no	52	3.06	17
ORTHOMCL796	1	1	1	1	yes	no	yes	yes	52	2.74	19
ORTHOMCL797	1	1	1	1	yes	yes	yes	yes	52	2.60	20
ORTHOMCL798	1	1	1	1	yes	yes	yes	yes	52	2.60	20
ORTHOMCL799	0	0	1	0	no	no	yes	no	52	5.20	10
ORTHOMCL800	1	1	1	1	yes	yes	yes	yes	52	2.60	20
ORTHOMCL801	0	0	0	0	no	no	no	no	52	26.00	2
ORTHOMCL802	1	1	1	1	no	no	yes	no	52	3.06	17
ORTHOMCL803	0	0	0	0	no	no	no	no	52	13.00	4
ORTHOMCL804	0	0	0	0	no	no	no	no	52	17.33	3
ORTHOMCL805	1	1	1	1	yes	yes	yes	yes	52	2.60	20
ORTHOMCL806	1	1	1	1	yes	yes	yes	yes	52	2.60	20
ORTHOMCL807	1	1	1	1	yes	yes	yes	yes	52	2.60	20
ORTHOMCL808	1	1	1	1	yes	yes	yes	no	52	2.74	19
ORTHOMCL809	1	1	1	1	yes	yes	yes	yes	52	2.60	20
ORTHOMCL810	0	0	0	0	no	no	no	no	52	10.40	5
ORTHOMCL811	0	0	1	0	no	no	yes	no	52	6.50	8
ORTHOMCL812	1	0	1	0	no	no	no	no	52	5.78	9
ORTHOMCL813	0	0	0	0	no	no	no	no	51	25.50	2
ORTHOMCL814	1	1	1	1	yes	yes	yes	yes	51	2.55	20
ORTHOMCL815	1	1	1	1	yes	yes	yes	yes	51	2.55	20
ORTHOMCL816	1	0	1	0	no	no	yes	no	51	4.25	12
ORTHOMCL817	1	1	1	1	no	no	yes	yes	51	2.83	18
ORTHOMCL818	1	0	1	1	yes	no	yes	no	51	3.00	17
ORTHOMCL819	1	1	1	1	yes	no	yes	yes	51	2.68	19
ORTHOMCL820	1	1	1	1	yes	yes	yes	yes	51	2.55	20
ORTHOMCL821	1	1	1	1	yes	no	yes	yes	51	2.68	19
ORTHOMCL822	1	1	1	1	yes	yes	yes	yes	51	2.55	20
ORTHOMCL823	1	0	1	1	no	no	yes	no	51	3.19	16
ORTHOMCL824	0	0	0	1	no	no	no	no	51	3.92	13
ORTHOMCL825	1	0	1	1	no	no	yes	no	51	3.19	16
ORTHOMCL826	1	0	1	1	yes	no	yes	yes	51	2.83	18
ORTHOMCL827	1	1	1	1	no	no	yes	yes	51	2.83	18
ORTHOMCL828	1	1	1	1	yes	yes	yes	yes	51	2.55	20
ORTHOMCL829	1	1	1	1	yes	yes	yes	yes	51	2.55	20
ORTHOMCL830	1	1	1	1	no	yes	yes	yes	51	2.68	19
ORTHOMCL831	1	1	1	1	yes	yes	yes	yes	51	2.55	20
ORTHOMCL832	1	1	1	1	yes	no	yes	yes	51	2.68	19
ORTHOMCL833	1	1	1	1	yes	yes	yes	yes	51	2.55	20
ORTHOMCL834	1	1	1	1	no	yes	yes	yes	51	2.68	19
ORTHOMCL835	1	0	1	1	no	no	yes	no	51	3.19	16
ORTHOMCL836	0	0	0	0	no	no	no	no	51	51.00	1
ORTHOMCL837	0	0	0	0	no	no	no	no	51	51.00	1
ORTHOMCL838	1	1	1	1	yes	yes	yes	yes	51	2.55	20
ORTHOMCL839	0	0	1	0	no	no	yes	no	51	7.29	7
ORTHOMCL840	1	1	1	1	no	no	yes	yes	51	2.83	18
ORTHOMCL841	0	0	0	0	no	no	no	no	51	8.50	6
ORTHOMCL842	1	1	1	1	yes	yes	yes	yes	51	2.55	20
ORTHOMCL843	1	1	1	1	yes	no	yes	yes	51	2.68	19
ORTHOMCL844	1	1	1	1	yes	yes	yes	yes	50	2.50	20
ORTHOMCL845	1	1	1	1	yes	no	yes	yes	50	2.63	19
ORTHOMCL846	1	1	1	1	yes	yes	yes	yes	50	2.50	20
ORTHOMCL847	1	1	1	0	no	no	yes	no	50	3.12	16
ORTHOMCL848	1	1	1	1	yes	no	yes	no	50	2.78	18
ORTHOMCL849	1	1	1	1	no	yes	yes	yes	50	2.63	19
ORTHOMCL850	1	1	1	1	no	yes	yes	yes	50	2.63	19
ORTHOMCL851	1	1	1	1	yes	no	yes	no	50	2.78	18
ORTHOMCL852	0	0	1	0	no	no	yes	no	50	6.25	8
ORTHOMCL853	1	0	1	1	yes	no	yes	yes	50	2.78	18
ORTHOMCL854	1	1	1	1	no	yes	no	no	50	2.94	17
ORTHOMCL855	1	1	1	1	yes	yes	yes	yes	50	2.50	20
ORTHOMCL856	0	0	1	1	no	no	yes	no	50	3.57	14
ORTHOMCL857	1	1	1	1	yes	no	yes	yes	50	2.63	19
ORTHOMCL858	0	0	1	0	no	no	yes	no	50	4.17	12
ORTHOMCL859	1	0	1	0	no	no	yes	no	50	5.56	9
ORTHOMCL860	0	0	0	0	no	no	no	no	50	25.00	2
ORTHOMCL861	1	0	1	0	yes	no	yes	no	50	3.33	15
ORTHOMCL862	0	0	1	0	no	no	yes	no	50	5.00	10
ORTHOMCL863	0	0	0	0	no	no	no	no	50	50.00	1
ORTHOMCL864	0	1	0	1	no	yes	no	yes	50	3.85	13
ORTHOMCL865	0	0	0	1	no	no	no	no	50	6.25	8
ORTHOMCL866	1	1	1	1	yes	yes	yes	yes	50	2.50	20
ORTHOMCL867	1	1	1	1	yes	yes	yes	no	50	2.63	19
ORTHOMCL868	1	0	1	0	no	no	yes	no	50	5.00	10
ORTHOMCL869	1	1	1	1	no	yes	yes	no	49	2.72	18
ORTHOMCL870	1	1	1	1	yes	yes	yes	yes	49	2.45	20
ORTHOMCL871	1	1	1	1	yes	no	yes	yes	49	2.58	19
ORTHOMCL872	1	1	1	1	yes	no	yes	yes	49	2.58	19
ORTHOMCL873	0	1	1	0	no	no	yes	no	49	3.27	15
ORTHOMCL874	1	0	1	1	no	no	yes	no	49	3.27	15
ORTHOMCL875	1	1	1	1	yes	yes	yes	yes	49	2.45	20
ORTHOMCL876	1	1	1	1	yes	no	yes	yes	49	2.58	19
ORTHOMCL877	1	1	1	1	yes	no	yes	yes	49	2.58	19
ORTHOMCL878	1	1	1	1	yes	yes	yes	yes	49	2.45	20
ORTHOMCL879	1	1	1	1	yes	yes	yes	yes	49	2.45	20
ORTHOMCL880	1	1	1	0	yes	no	yes	no	49	2.88	17
ORTHOMCL881	1	1	1	1	yes	yes	yes	yes	49	2.45	20
ORTHOMCL882	1	1	1	1	yes	yes	yes	yes	49	2.45	20
ORTHOMCL883	1	1	1	1	yes	no	yes	no	49	2.72	18
ORTHOMCL884	1	0	1	0	yes	no	yes	no	49	4.45	11
