OG	BFHOLO	BFnonHOLO	nonBFHOLO	nonBFnonHOLO	coreBFHOLO	coreBFnonHOLO	corenonBFHOLO	corenonBFnonHOLO	numOfOrths	orthsPerTaxon	uniqueTaxa
ORTHOMCL25969	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL25970	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL25971	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL25972	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL25973	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL25974	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL25975	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL25976	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL25977	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL25978	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL25979	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL25980	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL25981	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL25982	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL25983	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL25984	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL25985	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL25986	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL25987	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL25988	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL25989	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL25990	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL25991	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL25992	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL25993	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL25994	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL25995	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL25996	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL25997	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL25998	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL25999	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26000	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26001	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26002	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26003	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26004	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26005	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26006	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26007	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26008	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26009	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26010	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26011	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26012	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26013	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26014	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26015	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26016	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26017	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26018	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26019	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26020	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26021	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26022	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26023	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26024	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26025	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26026	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26027	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26028	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26029	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26030	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26031	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26032	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26033	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26034	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26035	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26036	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26037	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26038	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26039	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26040	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26041	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26042	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26043	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26044	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26045	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26046	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26047	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26048	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26049	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26050	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26051	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26052	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26053	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26054	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26055	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26056	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26057	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26058	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26059	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26060	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26061	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26062	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26063	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26064	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26065	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26066	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26067	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26068	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26069	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26070	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26071	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26072	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26073	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26074	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26075	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26076	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26077	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26078	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26079	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26080	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26081	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26082	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26083	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26084	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26085	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26086	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26087	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26088	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26089	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26090	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26091	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26092	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26093	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26094	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26095	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26096	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26097	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26098	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26099	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26100	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26101	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26102	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26103	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26104	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26105	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26106	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26107	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26108	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26109	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26110	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26111	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26112	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26113	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26114	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26115	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26116	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26117	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26118	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26119	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26120	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26121	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26122	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26123	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26124	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26125	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26126	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26127	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26128	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26129	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26130	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26131	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26132	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26133	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26134	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26135	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26136	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26137	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26138	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26139	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26140	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26141	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26142	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26143	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26144	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26145	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26146	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26147	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26148	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26149	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26150	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26151	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26152	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26153	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26154	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26155	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26156	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26157	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26158	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26159	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26160	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26161	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26162	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26163	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26164	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26165	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26166	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26167	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26168	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26169	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26170	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26171	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26172	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26173	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26174	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26175	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26176	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26177	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26178	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26179	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26180	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26181	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26182	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26183	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26184	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26185	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26186	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26187	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26188	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26189	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26190	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26191	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26192	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26193	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26194	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26195	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26196	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26197	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26198	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26199	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26200	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26201	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26202	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26203	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26204	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26205	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26206	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26207	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26208	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26209	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26210	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26211	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26212	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26213	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26214	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26215	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26216	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26217	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26218	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26219	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26220	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26221	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26222	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26223	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26224	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26225	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26226	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26227	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26228	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26229	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26230	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26231	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26232	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26233	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26234	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26235	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26236	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26237	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26238	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26239	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26240	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26241	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26242	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26243	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26244	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26245	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26246	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26247	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26248	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26249	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26250	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26251	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26252	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26253	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26254	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26255	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26256	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26257	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26258	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26259	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26260	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26261	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26262	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26263	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26264	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26265	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26266	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26267	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26268	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26269	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26270	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26271	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26272	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26273	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26274	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26275	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26276	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26277	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26278	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26279	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26280	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26281	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26282	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26283	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26284	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26285	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26286	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26287	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26288	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26289	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26290	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26291	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26292	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26293	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26294	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26295	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26296	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26297	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26298	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26299	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26300	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26301	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26302	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26303	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26304	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26305	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26306	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26307	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26308	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26309	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26310	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26311	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26312	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26313	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26314	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26315	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26316	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26317	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26318	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26319	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26320	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26321	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26322	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26323	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26324	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26325	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26326	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26327	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26328	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26329	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26330	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26331	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26332	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26333	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26334	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26335	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26336	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26337	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26338	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26339	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26340	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26341	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26342	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26343	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26344	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26345	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26346	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26347	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26348	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26349	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26350	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26351	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26352	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26353	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26354	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26355	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26356	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26357	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26358	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26359	0	0	0	0	no	no	no	no	3	1.00	3
ORTHOMCL26360	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26361	0	0	0	0	no	no	no	no	3	1.50	2
ORTHOMCL26362	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26363	0	0	0	0	no	no	no	no	3	3.00	1
ORTHOMCL26364	0	0	0	0	no	no	no	no	3	3.00	1
